"9876","021","ﾕｰｱｲﾊﾟｽ","ユーアイパス","AAA","AAA","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","022","ﾕｰｱｲﾊﾟｽ","ユーアイパス","BBB","BBB","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","023","ﾕｰｱｲﾊﾟｽ","ユーアイパス","CCC","CCC","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","024","ﾕｰｱｲﾊﾟｽ","ユーアイパス","DDD","DDD","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","025","ﾕｰｱｲﾊﾟｽ","ユーアイパス","EEE","EEE","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","026","ﾕｰｱｲﾊﾟｽ","ユーアイパス","FFF","FFF","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","027","ﾕｰｱｲﾊﾟｽ","ユーアイパス","GGG","GGG","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","028","ﾕｰｱｲﾊﾟｽ","ユーアイパス","HHH","HHH","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","029","ﾕｰｱｲﾊﾟｽ","ユーアイパス","III","III","999-9999","東京都","03-9999-9999","0000","1","0"
"9876","030","ﾕｰｱｲﾊﾟｽ","ユーアイパス","JJJ","JJJ","999-9999","東京都","03-9999-9999","0000","1","0"
